HGNC ID	Approved symbol	Approved name	OMIM ID(supplied by OMIM)	MANE Select Ensembl transcript ID (supplied by NCBI)	MANE Select RefSeq transcript ID (supplied by NCBI)
HGNC:7187	MNS	symbol withdrawn, see [HGNC:4702](/data/gene-symbol-report/#!/hgnc_id/HGNC:4702) and [HGNC:4703](/data/gene-symbol-report/#!/hgnc_id/HGNC:4703)			
HGNC:29636	MNS1	meiosis specific nuclear structural 1	610766	ENST00000260453.4	NM_018365.4
HGNC:7188	MNT	MAX network transcriptional repressor	603039	ENST00000174618.5	NM_020310.3
HGNC:4979	MNX1	motor neuron and pancreas homeobox 1	142994	ENST00000252971.11	NM_005515.4
HGNC:48954	MNX1-AS1	MNX1 antisense RNA 1 (head to head)			
HGNC:40278	MNX1-AS2	MNX1 antisense RNA 2			
HGNC:16658	MOAP1	modulator of apoptosis 1	609485	ENST00000298894.5	NM_022151.5
HGNC:16015	MOB1A	MOB kinase activator 1A	609281	ENST00000396049.5	NM_018221.5
HGNC:42638	MOB1AP1	MOB kinase activator 1A pseudogene 1			
HGNC:42639	MOB1AP2	MOB kinase activator 1A pseudogene 2			
HGNC:29801	MOB1B	MOB kinase activator 1B	609282	ENST00000309395.7	NM_173468.4
HGNC:24904	MOB2	MOB kinase activator 2	611969	ENST00000329957.7	NM_001172223.3
HGNC:29802	MOB3A	MOB kinase activator 3A		ENST00000357066.8	NM_130807.3
HGNC:23825	MOB3B	MOB kinase activator 3B	617652	ENST00000262244.6	NM_024761.5
HGNC:29800	MOB3C	MOB kinase activator 3C		ENST00000319928.9	NM_201403.3
HGNC:17261	MOB4	MOB family member 4, phocein	609361	ENST00000323303.9	NM_015387.5
HGNC:54749	MOB4P1	MOB4 pseudogene 1			
HGNC:54750	MOB4P2	MOB4 pseudogene 2			
HGNC:7189	MOBP	myelin associated oligodendrocyte basic protein	600948	ENST00000684792.1	NM_001393704.1
HGNC:18234	MOCOS	molybdenum cofactor sulfurase	613274	ENST00000261326.6	NM_017947.4
HGNC:7190	MOCS1	molybdenum cofactor synthesis 1	603707	ENST00000340692.10	NM_001358530.2
HGNC:7191	MOCS1P1	molybdenum cofactor synthesis 1 pseudogene 1			
HGNC:7192	MOCS1P2	symbol withdrawn, see [HGNC:7191](/data/gene-symbol-report/#!/hgnc_id/HGNC:7191)			
HGNC:7193	MOCS2	molybdenum cofactor synthesis 2	603708	ENST00000396954.8	NM_004531.5
HGNC:27417	MOCS2-DT	MOCS2 divergent transcript			
HGNC:15765	MOCS3	molybdenum cofactor synthesis 3	609277	ENST00000244051.3	NM_014484.5
HGNC:20021	MOCS3P1	molybdenum cofactor synthesis 3 pseudogene 1			
HGNC:39444	MOCS3P2	molybdenum cofactor synthesis 3 pseudogene 2			
HGNC:7194	MODY1	symbol withdrawn, see [HGNC:5024](/data/gene-symbol-report/#!/hgnc_id/HGNC:5024)			
HGNC:7195	MODY2	symbol withdrawn, see [HGNC:4195](/data/gene-symbol-report/#!/hgnc_id/HGNC:4195)			
HGNC:7196	MODY3	symbol withdrawn, see [HGNC:11621](/data/gene-symbol-report/#!/hgnc_id/HGNC:11621)			
HGNC:7197	MOG	myelin oligodendrocyte glycoprotein	159465	ENST00000376917.8	NM_206809.4
HGNC:18210	MOGAT1	monoacylglycerol O-acyltransferase 1	610268	ENST00000446656.4	NM_058165.3
HGNC:23248	MOGAT2	monoacylglycerol O-acyltransferase 2	610270	ENST00000198801.10	NM_025098.4
HGNC:23249	MOGAT3	monoacylglycerol O-acyltransferase 3	610184	ENST00000223114.9	NM_178176.4
HGNC:24862	MOGS	mannosyl-oligosaccharide glucosidase	601336	ENST00000448666.7	NM_006302.3
HGNC:9833	MOK	MOK protein kinase	605762	ENST00000361847.7	NM_014226.3
HGNC:28207	MON1A	MON1 homolog A, secretory trafficking associated	611464	ENST00000296473.8	NM_032355.4
HGNC:25020	MON1B	MON1 homolog B, secretory trafficking associated	608954	ENST00000248248.8	NM_014940.4
HGNC:29177	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	616822	ENST00000393630.8	NM_015026.3
HGNC:7198	MORC1	MORC family CW-type zinc finger 1	603205	ENST00000232603.10	NM_014429.4
HGNC:40377	MORC1-AS1	MORC1 antisense RNA 1			
HGNC:23573	MORC2	MORC family CW-type zinc finger 2	616661	ENST00000397641.8	NM_001303256.3
HGNC:26662	MORC2-AS1	MORC2 antisense RNA 1			
HGNC:23572	MORC3	MORC family CW-type zinc finger 3	610078	ENST00000400485.6	NM_015358.3
HGNC:23485	MORC4	MORC family CW-type zinc finger 4	300970	ENST00000355610.9	NM_024657.5
HGNC:15773	MORF4	mortality factor 4 (pseudogene)	116960		
HGNC:16989	MORF4L1	mortality factor 4 like 1	607303	ENST00000426013.7	NM_006791.4
HGNC:20400	MORF4L1P1	mortality factor 4 like 1 pseudogene 1			
HGNC:20401	MORF4L1P2	mortality factor 4 like 1 pseudogene 2			
HGNC:20402	MORF4L1P3	mortality factor 4 like 1 pseudogene 3			
HGNC:39257	MORF4L1P4	mortality factor 4 like 1 pseudogene 4			
HGNC:35425	MORF4L1P5	mortality factor 4 like 1 pseudogene 5			
HGNC:39258	MORF4L1P6	mortality factor 4 like 1 pseudogene 6			
HGNC:39259	MORF4L1P7	mortality factor 4 like 1 pseudogene 7			
HGNC:16849	MORF4L2	mortality factor 4 like 2	300409	ENST00000441076.7	NM_012286.3
HGNC:27991	MORF4L2-AS1	MORF4L2 antisense RNA 1			
HGNC:20403	MORF4L2P1	mortality factor 4 like 2 pseudogene 1			
HGNC:25852	MORN1	MORN repeat containing 1		ENST00000378531.8	NM_024848.3
HGNC:30166	MORN2	MORN repeat containing 2		ENST00000644631.4	NM_001145450.3
HGNC:29807	MORN3	MORN repeat containing 3		ENST00000355329.7	NM_173855.5
HGNC:24001	MORN4	MORN repeat containing 4	617736	ENST00000307450.11	NM_178832.4
HGNC:17841	MORN5	MORN repeat containing 5		ENST00000373764.8	NM_198469.4
HGNC:7199	MOS	MOS proto-oncogene, serine/threonine kinase	190060	ENST00000311923.1	NM_005372.1
HGNC:27087	MOSMO	modulator of smoothened		ENST00000542527.7	NM_001164579.2
HGNC:25235	MOSPD1	motile sperm domain containing 1	300674	ENST00000370783.8	NM_019556.3
HGNC:28381	MOSPD2	motile sperm domain containing 2		ENST00000380492.8	NM_152581.4
HGNC:25078	MOSPD3	motile sperm domain containing 3	609125	ENST00000393950.7	NM_023948.5
HGNC:7200	MOV10	Mov10 RISC complex RNA helicase	610742	ENST00000369645.6	NM_001321324.2
HGNC:7201	MOV10L1	Mov10 like RISC complex RNA helicase 1	605794	ENST00000262794.10	NM_018995.3
HGNC:7204	MOX44	symbol withdrawn, see [HGNC:1686](/data/gene-symbol-report/#!/hgnc_id/HGNC:1686)			
HGNC:21063	MOXD1	monooxygenase DBH like 1	609000	ENST00000367963.8	NM_015529.4
HGNC:33605	MOXD2P	monooxygenase DBH like 2, pseudogene			
HGNC:7205	MPB1	symbol withdrawn, see [HGNC:3350](/data/gene-symbol-report/#!/hgnc_id/HGNC:3350)			
HGNC:21606	MPC1	mitochondrial pyruvate carrier 1	614738	ENST00000360961.11	NM_016098.4
HGNC:55366	MPC1-DT	MPC1 divergent transcript			
HGNC:44205	MPC1L	mitochondrial pyruvate carrier 1 like		ENST00000423387.4	NM_001195522.3
HGNC:24515	MPC2	mitochondrial pyruvate carrier 2	614737	ENST00000271373.9	NM_001143674.4
HGNC:7206	MPD1	symbol withdrawn, see [HGNC:7577](/data/gene-symbol-report/#!/hgnc_id/HGNC:7577)			
HGNC:32384	MPD2	symbol withdrawn, see [HGNC:6912](/data/gene-symbol-report/#!/hgnc_id/HGNC:6912)			
HGNC:7207	MPDU1	mannose-P-dolichol utilization defect 1	604041	ENST00000250124.11	NM_004870.4
HGNC:7208	MPDZ	multiple PDZ domain crumbs cell polarity complex component	603785	ENST00000319217.12	NM_001378778.1
HGNC:7209	MPE	malignant proliferation, eosinophil			
HGNC:29619	MPEG1	macrophage expressed 1	610390	ENST00000361050.4	NM_001039396.2
HGNC:7210	MPFD	myopathy with fiber type disproportion			
HGNC:7211	MPG	N-methylpurine DNA glycosylase	156565	ENST00000356432.8	NM_001015052.3
HGNC:7214	MPHOSPH6	M-phase phosphoprotein 6	605500	ENST00000258169.9	NM_005792.2
HGNC:55377	MPHOSPH6-DT	MPHOSPH6 divergent transcript			
HGNC:54549	MPHOSPH6P1	MPHOSPH6 pseudogene 1			
HGNC:29810	MPHOSPH8	M-phase phosphoprotein 8	611626	ENST00000361479.10	NM_017520.4
HGNC:7215	MPHOSPH9	M-phase phosphoprotein 9	605501	ENST00000606320.6	NM_022782.4
HGNC:7213	MPHOSPH10	M-phase phosphoprotein 10	605503	ENST00000244230.7	NM_005791.3
HGNC:55687	MPHOSPH10P1	MPHOSPH10 pseudogene 1			
HGNC:55688	MPHOSPH10P2	MPHOSPH10 pseudogene 2			
HGNC:55689	MPHOSPH10P3	MPHOSPH10 pseudogene 3			
HGNC:55690	MPHOSPH10P4	MPHOSPH10 pseudogene 4			
HGNC:55691	MPHOSPH10P5	MPHOSPH10 pseudogene 5			
HGNC:55693	MPHOSPH10P6	MPHOSPH10 pseudogene 6			
HGNC:55694	MPHOSPH10P7	MPHOSPH10 pseudogene 7			
HGNC:55695	MPHOSPH10P8	MPHOSPH10 pseudogene 8			
HGNC:55696	MPHOSPH10P9	MPHOSPH10 pseudogene 9			
HGNC:7216	MPI	mannose phosphate isomerase	154550	ENST00000352410.9	NM_002435.3
HGNC:13937	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	606520	ENST00000649779.1	NM_138272.3
HGNC:7217	MPL	MPL proto-oncogene, thrombopoietin receptor	159530	ENST00000372470.9	NM_005373.3
HGNC:16002	MPLKIP	M-phase specific PLK1 interacting protein	609188	ENST00000306984.8	NM_138701.4
HGNC:25934	MPND	MPN domain containing		ENST00000599840.6	NM_001300862.2
HGNC:7218	MPO	myeloperoxidase	606989	ENST00000225275.4	NM_000250.2
HGNC:7219	MPP1	MAGUK p55 scaffold protein 1	305360	ENST00000369534.8	NM_002436.4
HGNC:7220	MPP2	MAGUK p55 scaffold protein 2	600723	ENST00000269095.9	NM_005374.5
HGNC:7221	MPP3	MAGUK p55 scaffold protein 3	601114	ENST00000398389.9	NM_001932.6
HGNC:13680	MPP4	MAGUK p55 scaffold protein 4	606575	ENST00000409474.8	NM_033066.3
HGNC:26542	MPP7	MAGUK p55 scaffold protein 7	610973	ENST00000683449.1	NM_001318170.2
HGNC:54139	MPP7-DT	MPP7 divergent transcript			
HGNC:15988	MPPE1	metallophosphoesterase 1	611900	ENST00000588072.6	NM_023075.6
HGNC:20143	MPPE1P1	metallophosphoesterase 1 pseudogene 1			
HGNC:1306	MPPED1	metallophosphoesterase domain containing 1	602112	ENST00000443721.2	NM_001044370.2
HGNC:1180	MPPED2	metallophosphoesterase domain containing 2	600911	ENST00000358117.10	NM_001584.3
HGNC:53909	MPPED2-AS1	MPPED2 antisense RNA 1			
HGNC:30321	MPRIP	myosin phosphatase Rho interacting protein	612935	ENST00000651222.2	NM_001364716.4
HGNC:41263	MPRIP-AS1	MPRIP antisense RNA 1			
HGNC:44594	MPRIPP1	myosin phosphatase Rho interacting protein pseudogene 1			
HGNC:7222	MPSL1	symbol withdrawn, see [HGNC:7174](/data/gene-symbol-report/#!/hgnc_id/HGNC:7174)			
HGNC:7223	MPST	mercaptopyruvate sulfurtransferase	602496	ENST00000429360.6	NM_021126.8
HGNC:48364	MPTX1	mucosal pentraxin 1 (pseudogene)			
HGNC:7224	MPV17	mitochondrial inner membrane protein MPV17	137960	ENST00000380044.6	NM_002437.5
HGNC:26827	MPV17L	MPV17 mitochondrial inner membrane protein like	618100	ENST00000396385.4	NM_001128423.2
HGNC:28177	MPV17L2	MPV17 mitochondrial inner membrane protein like 2	616133	ENST00000599612.3	NM_032683.3
HGNC:54962	MPV17L2P1	MPV17L2 pseudogene 1			
HGNC:7225	MPZ	myelin protein zero	159440	ENST00000533357.5	NM_000530.8
HGNC:7226	MPZL1	myelin protein zero like 1	604376	ENST00000359523.7	NM_003953.6
HGNC:3496	MPZL2	myelin protein zero like 2	604873	ENST00000278937.7	NM_005797.4
HGNC:27279	MPZL3	myelin protein zero like 3	611707	ENST00000278949.9	NM_198275.3
HGNC:4975	MR1	major histocompatibility complex, class I-related	600764	ENST00000367580.6	NM_001385161.1
HGNC:1304	MRAP	melanocortin 2 receptor accessory protein	609196	ENST00000303645.10	NM_001379228.1
HGNC:40108	MRAP-AS1	MRAP antisense RNA 1			
HGNC:21232	MRAP2	melanocortin 2 receptor accessory protein 2	615410	ENST00000257776.5	NM_138409.4
HGNC:7227	MRAS	muscle RAS oncogene homolog	608435	ENST00000423968.7	NM_001085049.3
HGNC:7228	MRC1	mannose receptor C-type 1	153618	ENST00000569591.3	NM_002438.4
HGNC:23403	MRC1L1	symbol withdrawn, see [HGNC:7228](/data/gene-symbol-report/#!/hgnc_id/HGNC:7228)			
HGNC:16875	MRC2	mannose receptor C type 2	612264	ENST00000303375.10	NM_006039.5
HGNC:7230	MRE11	MRE11 homolog, double strand break repair nuclease	600814	ENST00000323929.8	NM_005591.4
HGNC:7231	MRE11P1	MRE11 homolog, double strand break repair nuclease pseudogene 1			
HGNC:25478	MREG	melanoregulin	609207	ENST00000263268.11	NM_018000.3
HGNC:50749	MREGP1	melanoregulin pseudogene 1			
HGNC:24549	MRFAP1	Morf4 family associated protein 1	616905	ENST00000382581.5	NM_033296.3
HGNC:28796	MRFAP1L1	Morf4 family associated protein 1 like 1		ENST00000320848.7	NM_203462.3
HGNC:55909	MRFAP1P1	MRFAP1 pseudogene 1			
HGNC:15866	MRGBP	MRG domain binding protein	611157	ENST00000370487.5	NM_018270.6
HGNC:29626	MRGPRD	MAS related GPR family member D	607231	ENST00000309106.3	NM_198923.2
HGNC:30694	MRGPRE	MAS related GPR family member E	607232	ENST00000389832.7	NM_001039165.4
HGNC:24828	MRGPRF	MAS related GPR family member F	607233	ENST00000309099.7	NM_145015.5
HGNC:51140	MRGPRF-AS1	MRGPRF antisense RNA 1			
HGNC:24829	MRGPRG	MAS related GPR family member G	607234	ENST00000332314.3	NM_001164377.1
HGNC:26691	MRGPRG-AS1	MRGPRG antisense RNA 1			
HGNC:17962	MRGPRX1	MAS related GPR family member X1	607227	ENST00000526914.2	NM_001393578.1
HGNC:17983	MRGPRX2	MAS related GPR family member X2	607228	ENST00000329773.3	NM_054030.4
HGNC:17980	MRGPRX3	MAS related GPR family member X3	607229	ENST00000621697.2	NM_001370464.1
HGNC:17617	MRGPRX4	MAS related GPR family member X4	607230	ENST00000314254.3	NM_054032.3
HGNC:54329	MRGPRX5P	MAS related GPR family member X5, pseudogene			
HGNC:54330	MRGPRX6P	MAS related GPR family member X6, pseudogene			
HGNC:54331	MRGPRX7P	MAS related GPR family member X7, pseudogene			
HGNC:54332	MRGPRX8P	MAS related GPR family member X8, pseudogene			
HGNC:54333	MRGPRX9P	MAS related GPR family member X9, pseudogene			
HGNC:54334	MRGPRX10P	MAS related GPR family member X10, pseudogene			
HGNC:54335	MRGPRX11P	MAS related GPR family member X11, pseudogene			
HGNC:54336	MRGPRX12P	MAS related GPR family member X12, pseudogene			
HGNC:54337	MRGPRX13P	MAS related GPR family member X13, pseudogene			
HGNC:28469	MRI1	methylthioribose-1-phosphate isomerase 1	615105	ENST00000040663.8	NM_001031727.4
HGNC:48649	MRLN	myoregulin	616246	ENST00000414264.6	NM_001304731.2
HGNC:26202	MRM1	mitochondrial rRNA methyltransferase 1	618099	ENST00000614766.5	NM_024864.5
HGNC:16352	MRM2	mitochondrial rRNA methyltransferase 2	606906	ENST00000242257.14	NM_013393.3
HGNC:18485	MRM3	mitochondrial rRNA methyltransferase 3	612600	ENST00000304478.9	NM_018146.4
HGNC:44905	MRM3P1	MRM3 pseudogene 1			
HGNC:44906	MRM3P2	MRM3 pseudogene 2			
HGNC:30817	MRNIP	MRN complex interacting protein	617154	ENST00000292586.11	NM_016175.4
HGNC:56030	MRNIP-DT	MRNIP divergent transcript			
HGNC:24121	MRO	maestro	608080	ENST00000398439.8	NM_031939.6
HGNC:50323	MROCKI	MARCKS cis regulating lncRNA promoter of cytokines and inflammation			
HGNC:26958	MROH1	maestro heat like repeat family member 1		ENST00000326134.10	NM_032450.3
HGNC:27936	MROH2A	maestro heat like repeat family member 2A		ENST00000389758.4	NM_001394639.1
HGNC:26857	MROH2B	maestro heat like repeat family member 2B		ENST00000399564.5	NM_173489.5
HGNC:33122	MROH3P	maestro heat like repeat family member 3, pseudogene			
HGNC:44902	MROH4P	maestro heat like repeat family member 4, pseudogene			
HGNC:42976	MROH5	maestro heat like repeat family member 5 (gene/pseudogene)			
HGNC:27814	MROH6	maestro heat like repeat family member 6		ENST00000398882.8	NM_001100878.2
HGNC:24802	MROH7	maestro heat like repeat family member 7		ENST00000421030.7	NM_001039464.4
HGNC:49180	MROH7-TTC4	MROH7-TTC4 readthrough (NMD candidate)			
HGNC:16125	MROH8	maestro heat like repeat family member 8			
HGNC:26287	MROH9	maestro heat like repeat family member 9		ENST00000367759.9	NM_001163629.2
HGNC:14595	MROS	Melkersson-Rosenthal syndrome			
HGNC:7232	MRP	symbol withdrawn, see [HGNC:51](/data/gene-symbol-report/#!/hgnc_id/HGNC:51)			
HGNC:7233	MRP1	symbol withdrawn, see [HGNC:51](/data/gene-symbol-report/#!/hgnc_id/HGNC:51)			
HGNC:14041	MRPL	mitochondrial ribosomal protein L			
HGNC:14275	MRPL1	mitochondrial ribosomal protein L1	611821	ENST00000315567.13	NM_020236.4
HGNC:14056	MRPL2	mitochondrial ribosomal protein L2	611822	ENST00000388752.8	NM_015950.5
HGNC:29698	MRPL2P1	mitochondrial ribosomal protein L2 pseudogene 1			
HGNC:10379	MRPL3	mitochondrial ribosomal protein L3	607118	ENST00000264995.8	NM_007208.4
HGNC:29701	MRPL3P1	mitochondrial ribosomal protein L3 pseudogene 1			
HGNC:14276	MRPL4	mitochondrial ribosomal protein L4	611823	ENST00000253099.11	NM_015956.3
HGNC:14277	MRPL9	mitochondrial ribosomal protein L9	611824	ENST00000368830.8	NM_031420.4
HGNC:29726	MRPL9P1	mitochondrial ribosomal protein L9 pseudogene 1			
HGNC:14055	MRPL10	mitochondrial ribosomal protein L10	611825	ENST00000351111.7	NM_145255.4
HGNC:14042	MRPL11	mitochondrial ribosomal protein L11	611826	ENST00000310999.11	NM_016050.5
HGNC:29694	MRPL11P2	mitochondrial ribosomal protein L11 pseudogene 2			
HGNC:29695	MRPL11P3	mitochondrial ribosomal protein L11 pseudogene 3			
HGNC:10378	MRPL12	mitochondrial ribosomal protein L12	602375	ENST00000333676.8	NM_002949.4
HGNC:14278	MRPL13	mitochondrial ribosomal protein L13	610200	ENST00000306185.8	NM_014078.6
HGNC:14279	MRPL14	mitochondrial ribosomal protein L14	611827	ENST00000372014.5	NM_032111.4
HGNC:29696	MRPL14P1	mitochondrial ribosomal protein L14 pseudogene 1			
HGNC:14054	MRPL15	mitochondrial ribosomal protein L15	611828	ENST00000260102.9	NM_014175.4
HGNC:29697	MRPL15P1	mitochondrial ribosomal protein L15 pseudogene 1			
HGNC:14476	MRPL16	mitochondrial ribosomal protein L16	611829	ENST00000300151.5	NM_017840.4
HGNC:14053	MRPL17	mitochondrial ribosomal protein L17	611830	ENST00000288937.7	NM_022061.4
HGNC:14477	MRPL18	mitochondrial ribosomal protein L18	611831	ENST00000367034.5	NM_014161.5
HGNC:14052	MRPL19	mitochondrial ribosomal protein L19	611832	ENST00000393909.7	NM_014763.4
HGNC:14478	MRPL20	mitochondrial ribosomal protein L20	611833	ENST00000344843.12	NM_017971.4
HGNC:27125	MRPL20-AS1	MRPL20 antisense RNA 1			
HGNC:54814	MRPL20-DT	MRPL20 divergent transcript			
HGNC:29699	MRPL20P1	mitochondrial ribosomal protein L20 pseudogene 1			
HGNC:14479	MRPL21	mitochondrial ribosomal protein L21	611834	ENST00000362034.7	NM_181514.2
HGNC:14480	MRPL22	mitochondrial ribosomal protein L22	611835	ENST00000523037.6	NM_014180.4
HGNC:29700	MRPL22P1	mitochondrial ribosomal protein L22 pseudogene 1			
HGNC:10322	MRPL23	mitochondrial ribosomal protein L23	600789	ENST00000397298.8	NM_021134.4
HGNC:42812	MRPL23-AS1	MRPL23 antisense RNA 1			
HGNC:14037	MRPL24	mitochondrial ribosomal protein L24	611836	ENST00000361531.6	NM_145729.3
HGNC:14483	MRPL27	mitochondrial ribosomal protein L27	611837	ENST00000225969.9	NM_016504.3
HGNC:14484	MRPL28	mitochondrial ribosomal protein L28	604853	ENST00000199706.13	NM_006428.5
HGNC:14036	MRPL30	mitochondrial ribosomal protein L30	611838	ENST00000338148.8	NM_145212.4
HGNC:29702	MRPL30P1	mitochondrial ribosomal protein L30 pseudogene 1			
HGNC:29703	MRPL30P2	mitochondrial ribosomal protein L30 pseudogene 2			
HGNC:14035	MRPL32	mitochondrial ribosomal protein L32	611839	ENST00000223324.3	NM_031903.3
HGNC:29704	MRPL32P1	MRPL32 pseudogene 1			
HGNC:54964	MRPL32P2	MRPL32 pseudogene 2			
HGNC:14487	MRPL33	mitochondrial ribosomal protein L33	610059	ENST00000296102.8	NM_004891.4
HGNC:14488	MRPL34	mitochondrial ribosomal protein L34	611840	ENST00000252602.2	NM_023937.4
HGNC:14489	MRPL35	mitochondrial ribosomal protein L35	611841	ENST00000337109.9	NM_016622.4
HGNC:29705	MRPL35P1	mitochondrial ribosomal protein L35 pseudogene 1			
HGNC:29706	MRPL35P2	mitochondrial ribosomal protein L35 pseudogene 2			
HGNC:23731	MRPL35P3	mitochondrial ribosomal protein L35 pseudogene 3			
HGNC:29707	MRPL35P4	mitochondrial ribosomal protein L35 pseudogene 4			
HGNC:14490	MRPL36	mitochondrial ribosomal protein L36	611842	ENST00000505059.7	NM_032479.4
HGNC:29708	MRPL36P1	mitochondrial ribosomal protein L36 pseudogene 1			
HGNC:14034	MRPL37	mitochondrial ribosomal protein L37	611843	ENST00000360840.9	NM_016491.4
HGNC:31003	MRPL37P1	mitochondrial ribosomal protein L37 pseudogene 1			
HGNC:14033	MRPL38	mitochondrial ribosomal protein L38	611844	ENST00000309352.4	NM_032478.4
HGNC:14027	MRPL39	mitochondrial ribosomal protein L39	611845	ENST00000352957.9	NM_017446.4
HGNC:14491	MRPL40	mitochondrial ribosomal protein L40	605089	ENST00000333130.4	NM_003776.4
HGNC:44532	MRPL40P1	mitochondrial ribosomal protein L40 pseudogene 1			
HGNC:14492	MRPL41	mitochondrial ribosomal protein L41	611846	ENST00000371443.6	NM_032477.3
HGNC:14493	MRPL42	mitochondrial ribosomal protein L42	611847	ENST00000549982.6	NM_014050.4
HGNC:29710	MRPL42P1	mitochondrial ribosomal protein L42 pseudogene 1			
HGNC:29711	MRPL42P2	mitochondrial ribosomal protein L42 pseudogene 2			
HGNC:29712	MRPL42P3	mitochondrial ribosomal protein L42 pseudogene 3			
HGNC:29713	MRPL42P4	mitochondrial ribosomal protein L42 pseudogene 4			
HGNC:29714	MRPL42P5	mitochondrial ribosomal protein L42 pseudogene 5			
HGNC:44533	MRPL42P6	mitochondrial ribosomal protein L42 pseudogene 6			
HGNC:14517	MRPL43	mitochondrial ribosomal protein L43	611848	ENST00000318364.13	NM_032112.3
HGNC:16650	MRPL44	mitochondrial ribosomal protein L44	611849	ENST00000258383.4	NM_022915.5
HGNC:16651	MRPL45	mitochondrial ribosomal protein L45	611850	ENST00000613675.5	NM_032351.6
HGNC:29715	MRPL45P1	mitochondrial ribosomal protein L45 pseudogene 1			
HGNC:29716	MRPL45P2	mitochondrial ribosomal protein L45 pseudogene 2			
HGNC:1192	MRPL46	mitochondrial ribosomal protein L46	611851	ENST00000312475.5	NM_022163.4
HGNC:16652	MRPL47	mitochondrial ribosomal protein L47	611852	ENST00000476781.6	NM_020409.3
HGNC:16653	MRPL48	mitochondrial ribosomal protein L48	611853	ENST00000310614.12	NM_016055.6
HGNC:21379	MRPL48P1	mitochondrial ribosomal protein L48 pseudogene 1			
HGNC:1176	MRPL49	mitochondrial ribosomal protein L49	606866	ENST00000279242.7	NM_004927.4
HGNC:29717	MRPL49P1	mitochondrial ribosomal protein L49 pseudogene 1			
HGNC:29718	MRPL49P2	mitochondrial ribosomal protein L49 pseudogene 2			
HGNC:16654	MRPL50	mitochondrial ribosomal protein L50	611854	ENST00000374865.5	NM_019051.3
HGNC:29719	MRPL50P1	mitochondrial ribosomal protein L50 pseudogene 1			
HGNC:29720	MRPL50P2	mitochondrial ribosomal protein L50 pseudogene 2			
HGNC:29721	MRPL50P3	mitochondrial ribosomal protein L50 pseudogene 3			
HGNC:29722	MRPL50P4	mitochondrial ribosomal protein L50 pseudogene 4			
HGNC:14044	MRPL51	mitochondrial ribosomal protein L51	611855	ENST00000229238.5	NM_016497.4
HGNC:29723	MRPL51P1	mitochondrial ribosomal protein L51 pseudogene 1			
HGNC:29724	MRPL51P2	mitochondrial ribosomal protein L51 pseudogene 2			
HGNC:16655	MRPL52	mitochondrial ribosomal protein L52	611856	ENST00000397496.7	NM_180982.3
HGNC:16684	MRPL53	mitochondrial ribosomal protein L53	611857	ENST00000258105.8	NM_053050.5
HGNC:29725	MRPL53P1	mitochondrial ribosomal protein L53 pseudogene 1			
HGNC:16685	MRPL54	mitochondrial ribosomal protein L54	611858	ENST00000330133.5	NM_172251.3
HGNC:16686	MRPL55	mitochondrial ribosomal protein L55	611859	ENST00000336520.8	NM_181463.3
HGNC:14514	MRPL57	mitochondrial ribosomal protein L57	611997	ENST00000309594.5	NM_024026.5
HGNC:29686	MRPL57P1	mitochondrial ribosomal protein L57 pseudogene 1			
HGNC:29687	MRPL57P2	mitochondrial ribosomal protein L57 pseudogene 2			
HGNC:29688	MRPL57P3	mitochondrial ribosomal protein L57 pseudogene 3			
HGNC:29689	MRPL57P6	mitochondrial ribosomal protein L57 pseudogene 6			
HGNC:29690	MRPL57P7	mitochondrial ribosomal protein L57 pseudogene 7			
HGNC:29691	MRPL57P8	mitochondrial ribosomal protein L57 pseudogene 8			
HGNC:29692	MRPL57P9	mitochondrial ribosomal protein L57 pseudogene 9			
